full_name,team,games_played,minutes,points,field_goals_made,field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,assists,steals,blocks,personal_fouls,turnovers,salary,points_p36,field_goals_made_p36,field_goals_attempted_p36,free_throws_made_p36,free_throws_attempted_p36,offensive_rebounds_p36,defensive_rebounds_p36,assists_p36,steals_p36,blocks_p36,personal_fouls_p36,turnovers_p36,game_score,value_score
Shake Milton,New York Knicks,57,836.277,315.0,115.0,254.0,47.0,59.0,31.0,73.0,102.0,25.0,4.0,67.0,40.0,552938,13.560100301694293,4.95051280855506,10.934176116286828,2.02325306088772,2.539828310476074,1.3344860614365814,3.1424994349958206,4.390889621501009,1.0761984366424042,0.17219174986278468,2.8842118102016436,1.721917498627847,10.951395291273105,19.805828666637314
Keon Ellis,Sacramento Kings,80,1948.19,666.0,227.0,464.0,73.0,86.0,60.0,152.0,120.0,121.0,63.0,176.0,71.0,683430,12.306807857549828,4.1946627382339505,8.574112381235917,1.3489444048065127,1.5891673810049327,1.1087214286080926,2.808760952473835,2.2174428572161853,2.235921547692987,1.1641575000384972,3.2522495239170714,1.3119870238529094,11.495593345618241,16.82044005328745
Trayce Jackson-Davis,Golden State Warriors,62,966.787,407.0,174.0,302.0,59.0,102.0,122.0,189.0,104.0,23.0,38.0,73.0,45.0,1119563,15.155354798937097,6.4791934521254415,11.245496681275194,2.196967894686213,3.7981478857287074,4.542882765283356,7.037744611791428,3.872621373684172,0.8564451114878459,1.4149962711538322,2.718282310374467,1.6756534789979594,16.320864885440123,14.577888770386412
Bismack Biyombo,Oklahoma City Thunder,28,527.487,144.0,67.0,114.0,10.0,25.0,43.0,115.0,31.0,16.0,23.0,52.0,27.0,754488,9.827730351648476,4.572624538614222,7.780286528388378,0.6824812744200331,1.7062031860500828,2.9346694800061424,7.848534655830381,2.115691950702103,1.091970039072053,1.5697069311660763,3.548902626984172,1.8426994409340895,10.619408629975712,14.074986785708601
Delon Wright,Miami Heat,40,634.497,125.0,45.0,131.0,15.0,25.0,27.0,39.0,77.0,35.0,12.0,25.0,22.0,661628,7.092232114572646,2.5532035612461526,7.432659256072133,0.8510678537487175,1.418446422914529,1.5319221367476914,2.2127764197466657,4.36881498257675,1.985824992080341,0.6808542829989741,1.418446422914529,1.2482328521647859,8.124861110454423,12.280104696981422
Mouhamed Gueye,Atlanta Hawks,33,532.757,197.0,72.0,171.0,32.0,42.0,44.0,95.0,27.0,28.0,33.0,55.0,15.0,1119563,13.311885155896592,4.865257518906368,11.554986607402626,2.162336675069497,2.838066886028715,2.973212928220559,6.419437004112569,1.8244715695898883,1.89204459068581,2.2299096961654192,3.716516160275698,1.013595316438827,13.136195301047193,11.733323896062297
Lindy Waters III,Oklahoma City Thunder,52,778.41,256.0,92.0,249.0,8.0,11.0,20.0,90.0,52.0,27.0,11.0,62.0,20.0,766095,11.839519019539832,4.254827147647127,11.515782171349288,0.36998496936061975,0.5087293328708522,0.9249624234015494,4.162330905306972,2.4049023008440282,1.2486992715920915,0.5087293328708522,2.867383512544803,0.9249624234015494,8.5374031679963,11.144052849837554
Jalen Wilson,Brooklyn Nets,79,2031.39,749.0,246.0,620.0,135.0,165.0,75.0,195.0,145.0,40.0,5.0,164.0,79.0,850000,13.27366975322316,4.359576447654069,10.987550396526515,2.3924504895662575,2.9241061539143147,1.329139160870143,3.4557618182623715,2.569669044348943,0.7088742191307429,0.08860927739134286,2.906384298436046,1.4000265827832175,9.087767489256125,10.691491163830735
Gui Santos,Golden State Warriors,56,761.523,227.0,82.0,179.0,29.0,42.0,72.0,100.0,80.0,25.0,10.0,91.0,42.0,1029483,10.731126965305053,3.876442339889931,8.461989985857288,1.3709369250830243,1.985494857016794,3.403705469171647,4.727368707182842,3.781894965746274,1.1818421767957106,0.47273687071828424,4.301905523536387,1.985494857016794,10.367119574851971,10.070219299252122
Toumani Camara,Portland Trail Blazers,78,2548.05,882.0,328.0,716.0,91.0,126.0,173.0,277.0,175.0,116.0,50.0,230.0,109.0,1119563,12.46129393065285,4.634131983281333,10.115971036675104,1.285689056337199,1.7801848472361217,2.4442220521575324,3.913580973685759,2.4724789544946133,1.638900335550715,0.7064225584270323,3.249543768764349,1.5400011773709306,10.94531112026844,9.77641376168062
Sandro Mamukelashvili,San Antonio Spurs,61,681.208,385.0,141.0,281.0,43.0,58.0,62.0,125.0,48.0,22.0,17.0,60.0,26.0,2019760,20.346208500193775,7.451468567603434,14.85008984040117,2.272433676645019,3.0651430987304904,3.276532277953283,6.605911850712265,2.5366701506735096,1.1626404857253585,0.898404011696868,3.170837688341887,1.374029664948151,17.81482307900084,8.820267298590345
Aaron Wiggins,Oklahoma City Thunder,76,1743.9,914.0,355.0,728.0,74.0,89.0,81.0,214.0,134.0,60.0,18.0,101.0,69.0,1836096,18.86805436091519,7.328401857904696,15.028384655083434,1.5276105281266126,1.8372613108549802,1.672114226733184,4.417684500258042,2.7662136590400825,1.2386031309134697,0.3715809392740409,2.084981937037674,1.4243936005504902,14.828143815585753,8.07590878450024
Craig Porter Jr.,Cleveland Cavaliers,51,513.265,188.0,72.0,140.0,23.0,32.0,19.0,48.0,71.0,17.0,15.0,25.0,38.0,1500000,13.186170886384227,5.05002289265779,9.8194889579457,1.6132017573767936,2.2444546189590175,1.3326449300069165,3.366681928438526,4.979883685815319,1.1923665163219779,1.0520881026370394,1.7534801710617325,2.665289860013833,12.070957497588964,8.047304998392642
Spencer Dinwiddie,Los Angeles Lakers,79,2136.08,872.0,284.0,682.0,195.0,243.0,18.0,191.0,349.0,70.0,17.0,121.0,102.0,1554654,14.696078798546871,4.786337590352422,11.493951537395604,3.2863937680236694,4.095352233998727,0.3033594247406464,3.218980562525748,5.881802179693644,1.179731096213625,0.28650612336616604,2.039249466312123,1.7190367401969966,12.382120519830718,7.964550645886942
Cam Thomas,Brooklyn Nets,25,781.157,599.0,199.0,454.0,133.0,151.0,15.0,68.0,94.0,15.0,2.0,44.0,62.0,2240160,27.60520612373697,9.17101171723482,20.922810651379937,6.129369640161965,6.958908388454562,0.6912822902438306,3.1338130491053655,4.332035685528005,0.6912822902438306,0.09217097203251075,2.0277613847152365,2.857300133007833,17.83969163689246,7.963579225096628
Ty Jerome,Cleveland Cavaliers,70,1392.4,878.0,319.0,618.0,129.0,148.0,50.0,123.0,237.0,78.0,3.0,102.0,92.0,2439025,22.700373455903474,8.247629991381785,15.978167193335247,3.3352484918126972,3.8264866417696064,1.292731973570813,3.1801206549842,6.127549554725654,2.016661878770468,0.07756391841424878,2.6371732260844585,2.378626831370296,19.403906923297903,7.955599849652178
Jabari Walker,Portland Trail Blazers,60,749.165,313.0,118.0,229.0,49.0,71.0,59.0,152.0,37.0,33.0,6.0,87.0,34.0,1719864,15.040745363170997,5.670312948415903,11.00425139989188,2.3546214785794852,3.4117984689621115,2.8351564742079516,7.304131933552689,1.7779794838253258,1.5857654855739391,0.28832099737707984,4.1806544619676576,1.6338189851367857,13.084967930963138,7.608141068690976
Goga Bitadze,Orlando Magic,70,1429.46,502.0,207.0,339.0,85.0,133.0,167.0,296.0,137.0,49.0,98.0,150.0,72.0,2062585,12.64253634239503,5.213157416087194,8.537489681418158,2.1406685041903937,3.3495166006743804,4.205784002350538,7.454563261651252,3.450253942048046,1.2340324318274032,2.4680648636548064,3.777650301512459,1.8132721447259805,15.500958403872788,7.515306474095754
Day'Ron Sharpe,Brooklyn Nets,50,907.458,397.0,165.0,317.0,56.0,74.0,149.0,181.0,91.0,41.0,42.0,113.0,63.0,2210040,15.749489232559524,6.545757489602825,12.575788631539973,2.221590420713686,2.9356730559430853,5.911017369398914,7.180497609806736,3.6100844336597397,1.62652155802252,1.6661928155352645,4.482852098940116,2.4992892233028967,16.598454143332255,7.510476798307839
Santi Aldama,Memphis Grizzlies,65,1659.65,811.0,313.0,648.0,65.0,94.0,94.0,322.0,188.0,52.0,29.0,76.0,71.0,2194200,17.59166089235682,6.789383303708613,14.05597565751815,1.4099358298436417,2.038984123158497,2.038984123158497,6.984605187840809,4.077968246316994,1.1279486638749132,0.6290482933148555,1.6485403548941042,1.5400837525984394,15.962642725875936,7.274926044059765
Jaylin Williams,Oklahoma City Thunder,47,784.055,278.0,97.0,221.0,23.0,30.0,48.0,214.0,120.0,22.0,29.0,79.0,35.0,2000000,12.764410659966456,4.453769187110598,10.147247323210745,1.0560483639540594,1.3774543877661642,2.203927020425863,9.82584129939864,5.509817551064657,1.0101332176951874,1.3315392415072922,3.6272965544508997,1.6070301190605252,14.545918334810697,7.272959167405348
Naji Marshall,New Orleans Pelicans,69,1919.08,914.0,362.0,712.0,130.0,160.0,76.0,252.0,208.0,70.0,11.0,109.0,112.0,1930681,17.145715655418222,6.790753902911812,13.356399941638703,2.4386685286699876,3.0014381891322923,1.4256831398378391,4.727265147883361,3.9018696458719804,1.313129207745378,0.2063488755028451,2.0447297663463746,2.101006732392605,13.973570669279031,7.237638257837017
Jose Alvarado,New Orleans Pelicans,56,1365.9,579.0,204.0,521.0,60.0,74.0,27.0,109.0,259.0,74.0,14.0,91.0,86.0,1836096,15.260267955194376,5.376674719964858,13.73160553481221,1.5813749176367229,1.950362398418625,0.7116187129365252,2.87283110037338,6.8262683944651865,1.950362398418625,0.368987480781902,2.398418625082363,2.2666373819459693,12.772238084779268,6.956192968548087
Malik Beasley,Milwaukee Bucks,82,2282.95,1336.0,461.0,1071.0,95.0,140.0,47.0,167.0,139.0,73.0,5.0,125.0,83.0,2019760,21.067478481788914,7.269541601874768,16.888674741014917,1.498061718390679,2.2076699007862635,0.7411463238353885,2.6334348102236143,2.191900830066362,1.1511421625528375,0.07884535359950941,1.9711338399877354,1.308832869751856,13.821590485993998,6.84318457935299
Andre Jackson Jr.,Milwaukee Bucks,67,980.092,230.0,94.0,197.0,12.0,24.0,65.0,117.0,83.0,34.0,14.0,114.0,58.0,1119563,8.448186496777854,3.4527370899874708,7.236055390718422,0.440774947657975,0.88154989531595,2.3875309664806976,4.297555739665256,3.04869338796766,1.2488623516975959,0.5142374389343042,4.1873620027507625,2.130412247013546,7.485827861057942,6.686383759607938
Orlando Robinson,Miami Heat,44,769.802,303.0,116.0,261.0,54.0,70.0,89.0,131.0,77.0,17.0,16.0,100.0,49.0,1801769,14.169877449006368,5.424771564636101,12.205736020431228,2.525324693882323,3.2735690476252333,4.1621092176949395,6.12625064627008,3.600925952387757,0.7950096258518423,0.7482443537429104,4.676527210893191,2.2914983333376635,11.925144387777632,6.618575626385864
Brandon Boston,LA Clippers,42,992.78,448.0,166.0,381.0,67.0,85.0,28.0,106.0,92.0,53.0,9.0,73.0,52.0,1836096,16.245291001027418,6.019460504844981,13.815749712927337,2.429541288100083,3.0822538729627915,1.0153306875642136,3.8437518886359516,3.3360865448538446,1.9218759443179758,0.32635629243135444,2.6471121497209853,1.8856141340478254,12.125949354338324,6.604202260850372
DeAndre Jordan,Denver Nuggets,56,690.702,209.0,91.0,140.0,27.0,64.0,84.0,200.0,53.0,16.0,27.0,74.0,40.0,2019706,10.893265112885153,4.743000599390186,7.296923999061825,1.4072639141047805,3.335736685285405,4.378154399437094,10.424177141516891,2.7624069425019764,0.8339341713213513,1.4072639141047805,3.8569455423612498,2.0848354283033785,13.228280792584938,6.549607117365071
Luke Kornet,Boston Celtics,73,1361.06,441.0,187.0,280.0,67.0,97.0,190.0,198.0,117.0,36.0,71.0,119.0,31.0,2413304,11.664438011549823,4.94614491646217,7.405992388285601,1.7721481786254831,2.5656473630846546,5.025494834908086,5.237094617430532,3.094646819390769,0.9521990213510059,1.877948069886706,3.1475467650213806,0.8199491572744773,15.584323982778132,6.45767130157582
Isaiah Joe,Oklahoma City Thunder,74,1603.98,756.0,259.0,588.0,46.0,56.0,41.0,155.0,119.0,48.0,9.0,113.0,38.0,1997238,16.967792615868028,5.813040062843676,13.197172034564021,1.03243182583324,1.2568735271013354,0.9202109751991919,3.478846369655482,2.6708562450903375,1.077320166086859,0.20199753114128605,2.53619122432948,0.8528784648187634,12.873975984737966,6.445889766136016
Dalano Banton,Portland Trail Blazers,67,1119.94,559.0,198.0,507.0,91.0,125.0,30.0,105.0,160.0,43.0,34.0,58.0,86.0,2019706,17.96881975820133,6.3646266764290935,16.297301641159347,2.9251567048234723,4.01807239673554,0.9643373752165294,3.375180813257853,5.14313266782149,1.3822169044770254,1.0929156919120666,1.8643855920852903,2.7644338089540508,12.594246120327872,6.235682876779033
Miles McBride,New York Knicks,64,1593.45,611.0,222.0,547.0,52.0,64.0,47.0,114.0,187.0,67.0,17.0,108.0,41.0,1836096,13.8040101666196,5.015532335498447,12.358090934764192,1.174809375882519,1.4459192318554082,1.0618469358938154,2.5755436317424456,4.22479525557752,1.5136966958486302,0.38407229596159276,2.439988703756001,0.9262920079073708,11.40468794125953,6.211378893728613
Jaden Hardy,Dallas Mavericks,57,907.438,496.0,180.0,414.0,60.0,86.0,9.0,80.0,81.0,28.0,5.0,90.0,82.0,1719864,19.677377407602506,7.140983736629941,16.424262594248866,2.3803279122099803,3.411803340834305,0.357049186831497,3.173770549613307,3.2134426814834733,1.1108196923646574,0.1983606593508317,3.5704918683149707,3.2531148133536396,10.644032980765626,6.188880621238439
Trendon Watford,Brooklyn Nets,44,912.677,450.0,164.0,350.0,93.0,122.0,37.0,123.0,115.0,27.0,12.0,95.0,83.0,2019706,17.74998164739552,6.468882200384145,13.805541281307626,3.66832954046174,4.812217246627229,1.4594429354525202,4.851661650288109,4.536106421001077,1.0649988988437311,0.4733328439305472,3.747218347783498,3.2738855038529513,12.49204263940036,6.185079729129072
Quentin Grimes,Detroit Pistons,75,2013.09,1092.0,384.0,823.0,162.0,214.0,59.0,265.0,228.0,74.0,22.0,138.0,141.0,2385720,19.52818800947797,6.867055124212032,14.717672831319017,2.897038880526951,3.8269525952639976,1.0550944071054946,4.738983353948408,4.077313980000895,1.3233387478950271,0.393425033157981,2.4678479352636993,2.5214968034216056,14.705154762082174,6.1638225617768105
Jaxson Hayes,Los Angeles Lakers,56,1092.68,383.0,161.0,223.0,61.0,98.0,78.0,191.0,58.0,31.0,51.0,136.0,43.0,2165000,12.618515942453415,5.304389208185379,7.347073251089064,2.009737526082659,3.228758648460665,2.5698283120401215,6.292784712816195,1.9108979756195774,1.0213420214518432,1.6802723578723873,4.480726287659699,1.4167002233041694,13.122597649815134,6.061246027628237
Daniel Theis,LA Clippers,38,621.242,162.0,61.0,129.0,31.0,37.0,44.0,120.0,60.0,18.0,20.0,70.0,25.0,1741126,9.387646038097875,3.5348543723701873,7.475347771077938,1.7964014023520625,2.1440919963556877,2.5497310226932504,6.9538118800725,3.47690594003625,1.043071782010875,1.15896864667875,4.056390263375626,1.4487108083484377,10.517640468609654,6.040711854632953
Thomas Bryant,Miami Heat,66,963.017,429.0,163.0,321.0,55.0,64.0,83.0,168.0,53.0,28.0,41.0,76.0,30.0,2528233,16.037100071961344,6.093350376992306,11.999788165733316,2.056038470764275,2.392481129616611,3.1027489649715427,6.280262965243604,1.981273435463756,1.0467104942072674,1.5326832236606414,2.8410713414197257,1.1214755295077863,15.244590697775845,6.029741205725834
Tyrese Martin,Philadelphia 76ers,60,1315.32,523.0,189.0,465.0,46.0,58.0,58.0,161.0,122.0,34.0,9.0,77.0,74.0,1719864,14.314387373414835,5.172885685612626,12.726940972539003,1.2590092144877294,1.5874464008758327,1.5874464008758327,4.406532250707053,3.3391113949457165,0.9305720280996259,0.24632788979107748,2.1074719459903295,2.0253626493933035,10.348508347778486,6.017050387576277
